"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Caenoplana coerulea";"Caenoplana coerulea";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Caiman crocodilus";"Caiman crocodilus";"Chordata";"Crocodylia";"Animalia";NA
"Callobius nomeus";"Callobius nomeus";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Callopistria floridensis";"Callopistria floridensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Callosciurus prevostii";"Callosciurus prevostii";"Chordata";"Mammalia";"Animalia";"Mammals"
"Cameraria gaultheriella";"Cameraria gaultheriella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Carex melanostachya";"Carex melanostachya";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Carpophilus obsoletus";"Carpophilus obsoletus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Celosia cristata";"Celosia argentea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cenchrus alopecuroides";"Cenchrus alopecuroides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Centrochelys sulcata";"Centrochelys sulcata";"Chordata";"Testudines";"Animalia";NA
"Cerastium arvense subsp. arvense x tomentosum";"Cerastium arvense subsp. arvense x tomentosum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cerobasis annulata";"Cerobasis annulata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cervus nippon";"Cervus nippon";"Chordata";"Mammalia";"Animalia";"Mammals"
"Chaerophyllum aureum";"Chaerophyllum aureum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Chaetanaphothrips orchidii";"Chaetanaphothrips orchidii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Chaetopelma olivaceum";"Chaetopelma olivaceum";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Chalcides ocellatus";"Chalcides ocellatus";"Chordata";"Squamata";"Animalia";NA
"Chamaeleo calyptratus";"Chamaeleo calyptratus";"Chordata";"Squamata";"Animalia";NA
"Cheiracanthium furculatum";"Cheiracanthium furculatum";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Chenopodium reynieri";"Chenopodium reynieri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Chlorophytum comosum";"Chlorophytum comosum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Chrysopelea ornata";"Chrysopelea ornata";"Chordata";"Squamata";"Animalia";NA
"Cipangopaludina chinensis";"Cipangopaludina chinensis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Coccinella miranda";"Coccinella miranda";"Arthropoda";"Insecta";"Animalia";"Insects"
"Colchicum byzantinum";"Colchicum byzantinum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Coleosoma floridanum";"Coleosoma floridanum";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Corydalis linstowiana";"Corydalis linstowiana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Crocus luteus";"Crocus luteus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Crotalus atrox";"Crotalus atrox";"Chordata";"Squamata";"Animalia";NA
"Cryptolaemus montrouzieri";"Cryptolaemus montrouzieri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ctenolepisma longicaudata";"Ctenolepisma longicaudatum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cucumis dipsaceus";"Cucumis dipsaceus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cylindroiulus britannicus";"Cylindroiulus britannicus";"Arthropoda";"Diplopoda";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Dama dama";"Dama dama";"Chordata";"Mammalia";"Animalia";"Mammals"
"Dolichoplana striata";"Dolichoplana striata";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Dolichotis patagonum";"Dolichotis patagonum";"Chordata";"Mammalia";"Animalia";"Mammals"
"Dorypteryx domestica";"Dorypteryx domestica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dorypteryx longipennis";"Dorypteryx longipennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dorypteryx pallida";"Dorypteryx pallida";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dromaius novaehollandiae";"Dromaius novaehollandiae";"Chordata";"Aves";"Animalia";"Birds"
"Drosanthemum floribundum";"Drosanthemum floribundum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Echinothrips americanus";"Echinothrips americanus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Echis carinatus";"Echis carinatus";"Chordata";"Squamata";"Animalia";NA
"Ectopsocus briggsi";"Ectopsocus briggsi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ectopsocus petersi";"Ectopsocus petersi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Elaphe quatuorlineata";"Elaphe quatuorlineata";"Chordata";"Squamata";"Animalia";NA
"Elaphe sauromates";"Elaphe sauromates";"Chordata";"Squamata";"Animalia";NA
"Elaphe schrenckii";"Elaphe schrenckii";"Chordata";"Squamata";"Animalia";NA
"Emys orbicularis";"Emys orbicularis";"Chordata";"Testudines";"Animalia";NA
"Epuraea imperialis";"Epuraea imperialis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Erica darleyensis";"Erica darleyensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erigone dentosa";"Erigone dentosa";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Eublepharis macularius";"Eublepharis macularius";"Chordata";"Squamata";"Animalia";NA
"Euborellia annulipes";"Euborellia annulipes";"Arthropoda";"Insecta";"Animalia";"Insects"
"Eumodicogryllus bordigalensis";"Eumodicogryllus bordigalensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Eupholidoptera chabrieri";"Eupholidoptera chabrieri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Favolaschia calocera";"Favolaschia calocera";"Basidiomycota";"Agaricomycetes";"Fungi";"Fungi"
"Felis catus";"Felis catus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Filago congesta";"Filago congesta";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Frankliniella occidentalis";"Frankliniella occidentalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Fritillaria imperialis";"Fritillaria imperialis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Furcifer pardalis";"Furcifer pardalis";"Chordata";"Squamata";"Animalia";NA
"Gekko gecko";"Gekko gecko";"Chordata";"Squamata";"Animalia";NA
"Geranium wallichianum";"Geranium wallichianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Graptemys geographica";"Graptemys geographica";"Chordata";"Testudines";"Animalia";NA
"Graptemys ouachitensis";"Graptemys ouachitensis";"Chordata";"Testudines";"Animalia";NA
"Gryllodes sigillatus";"Gryllodes sigillatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Gryllomorpha dalmatina";"Gryllomorpha dalmatina";"Arthropoda";"Insecta";"Animalia";"Insects"
"Guizotia schimperi";"Guizotia schimperi";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gyrodactylus proterorhini";"Gyrodactylus proterorhini";"Platyhelminthes";"Monogenea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Hanseniella caldaria";"Hanseniella caldaria";"Arthropoda";"Symphyla";"Animalia";NA
"Helianthus maximiliani";"Helianthus maximiliani";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Heliothrips haemorrhoidalis";"Heliothrips haemorrhoidalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hemerocallis lilioasphodelus";"Hemerocallis lilioasphodelus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Hercinothrips bicinctus";"Hercinothrips bicinctus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hercinothrips femoralis";"Hercinothrips femoralis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Heterodon nasicus";"Heterodon nasicus";"Chordata";"Squamata";"Animalia";NA
"Hierophis viridiflavus";"Hierophis viridiflavus";"Chordata";"Squamata";"Animalia";NA
"Hippodamia convergens";"Hippodamia convergens";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hornungia petraea";"Hornungia petraea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hyla meridionalis";"Hyla meridionalis";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Hypericum hidcoteense";"Hypericum hidcoteense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Iguana iguana";"Iguana iguana";"Chordata";"Squamata";"Animalia";NA
"Ilex meserveae";"Ilex meserveae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ipheion uniflorum";"Ipheion uniflorum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Jacobaea albescens";"Jacobaea albescens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Juglans mandshurica";"Juglans mandshurica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Juncus striatus";"Juncus striatus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Kniphofia praecox";"Kniphofia praecox";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Koenigia campanulata";"Koenigia campanulata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Koenigia fennica";"Koenigia fennica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Kontikia ventrolineata";"Kontikia ventrolineata";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Lacerta agilis";"Lacerta agilis";"Chordata";"Squamata";"Animalia";NA
"Lamium confertum";"Lamium confertum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lampropeltis triangulum";"Lampropeltis triangulum";"Chordata";"Squamata";"Animalia";NA
"Laonome calida";"Laonome calida";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Laonome xeprovala";"Laonome xeprovala";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Larix decidua";"Larix decidua";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Latrodectus hesperus";"Latrodectus hesperus";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Lentinula edodes";"Lentinula edodes";"Basidiomycota";"Agaricomycetes";"Fungi";"Fungi"
"Lepinotus patruelis";"Lepinotus patruelis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lepinotus reticulatus";"Lepinotus reticulatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lepisma saccharina";"Lepisma saccharinum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Leptinotarsa decemlineata";"Leptinotarsa decemlineata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Leucothrips nigripennis";"Leucothrips nigripennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ligularia przewalskii";"Ligularia przewalskii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ligustrum vicaryi";"Ligustrum vicaryi";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lilium hollandicum";"Lilium hollandicum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Limnodrilus maumeensis";"Limnodrilus maumeensis";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Liposcelis bostrychophila";"Liposcelis bostrychophila";"Arthropoda";"Insecta";"Animalia";"Insects"
"Liposcelis brunnea";"Liposcelis brunnea";"Arthropoda";"Insecta";"Animalia";"Insects"
"Liposcelis paeta";"Liposcelis paeta";"Arthropoda";"Insecta";"Animalia";"Insects"
"Liriope muscari";"Liriope muscari";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lotus hispidus";"Lotus hispidus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lycodon capucinus";"Lycodon capucinus";"Chordata";"Squamata";"Animalia";NA
"Malus purpurea";"Malus purpurea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Massylaea vermiculata";"Eobania vermiculata";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Meloidogyne artiellia";"Meloidogyne artiellia";"Nematoda";"Chromadorea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Mephitis mephitis";"Mephitis mephitis";"Chordata";"Mammalia";"Animalia";"Mammals"
"Meriones unguiculatus";"Meriones unguiculatus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Milax gagates";"Milax gagates";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Mimulus ringens";"Mimulus ringens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Monarda didyma";"Monarda didyma";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Morelia spilota";"Morelia spilota";"Chordata";"Squamata";"Animalia";NA
"Musa basjoo";"Musa basjoo";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Myocastor coypus";"Myocastor coypus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Nagurus cristatus";"Nagurus cristatus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Naja melanoleuca";"Naja melanoleuca";"Chordata";"Squamata";"Animalia";NA
"Narcissus cyclazetta";"Narcissus cyclazetta";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Natrix maura";"Natrix maura";"Chordata";"Squamata";"Animalia";NA
"Nemopsis bachei";"Nemopsis bachei";"Cnidaria";"Hydrozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Nicoletia phytophila";"Nicoletia phytophila";"Arthropoda";"Insecta";"Animalia";"Insects"
"Nyctereutes procyonoides";"Nyctereutes procyonoides";"Chordata";"Mammalia";"Animalia";"Mammals"
"Nymphaea marliacea";"Nymphaea marliacea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera drawertii";"Oenothera drawertii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Olios argelasius";"Olios argelasius";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Oncosiphon piluliferum";"Oncosiphon pilulifer";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ondatra zibethicus";"Ondatra zibethicus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Onopordum beckianum";"Onopordum beckianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ophiopogon jaburan";"Ophiopogon jaburan";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Opopanax chironium";"Opopanax chironium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Origanum onites";"Origanum onites";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oryctolagus cuniculus";"Oryctolagus cuniculus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Oryza sativa";"Oryza sativa";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Otiorhynchus indefinitus";"Otiorhynchus indefinitus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ovis ammon";"Ovis ammon";"Chordata";"Mammalia";"Animalia";"Mammals"
"Pantherophis guttatus";"Pantherophis guttatus";"Chordata";"Squamata";"Animalia";NA
"Pantherophis obsoletus";"Pantherophis obsoletus";"Chordata";"Squamata";"Animalia";NA
"Papaver commutatum";"Papaver commutatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paralaoma servilis";"Paralaoma servilis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Parthenothrips dracaenae";"Parthenothrips dracaenae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Paspalum saurae";"Paspalum saurae";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pelomedusa subrufa";"Pelomedusa subrufa";"Chordata";"Testudines";"Animalia";NA
"Pelusios castaneus";"Pelusios castaneus";"Chordata";"Testudines";"Animalia";NA
"Penstemon digitalis";"Penstemon digitalis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Petrosedum sediforme";"Petrosedum sediforme";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pheidole anastasii";"Pheidole anastasii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Philaeus chrysops";"Philaeus chrysops";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Phoneutria boliviensis";"Phoneutria boliviensis";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Physignathus cocincinus";"Physignathus cocincinus";"Chordata";"Squamata";"Animalia";NA
"Phytomyza jucunda";"Phytomyza jucunda";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pieris japonica";"Pieris japonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pilosella stoloniflora";"Pilosella stoloniflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pituophis catenifer";"Pituophis catenifer";"Chordata";"Squamata";"Animalia";NA
"Pituophis melanoleucus";"Pituophis melanoleucus";"Chordata";"Squamata";"Animalia";NA
"Pleurodeles waltl";"Pleurodeles waltl";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Pogona henrylawsoni";"Pogona henrylawsoni";"Chordata";"Squamata";"Animalia";NA
"Pogona vitticeps";"Pogona vitticeps";"Chordata";"Squamata";"Animalia";NA
"Ponticola kessleri";"Ponticola kessleri";"Chordata";NA;"Animalia";NA
"Populus canescens";"Populus canescens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Populus jackii";"Populus jackii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Potamocorbula amurensis";"Potamocorbula amurensis";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Potamothrix heuscheri";"Potamothrix heuscheri";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Potentilla intermedia";"Potentilla intermedia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Proterorhinus semilunaris";"Proterorhinus semilunaris";"Chordata";NA;"Animalia";NA
"Prunus fruticans";"Prunus fruticans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Prunus tomentosa";"Prunus tomentosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pseudagrion microcephalum";"Pseudagrion microcephalum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pseudemys nelsoni";"Pseudemys nelsoni";"Chordata";"Testudines";"Animalia";NA
"Pseudemys rubriventris";"Pseudemys rubriventris";"Chordata";"Testudines";"Animalia";NA
"Pseudomuscari azureum";"Muscari azureum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Psoquilla marginepunctata";"Psoquilla marginepunctata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Psyllipsocus ramburii";"Psyllipsocus ramburii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Puschkinia scilloides";"Puschkinia scilloides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Python molurus";"Python molurus";"Chordata";"Squamata";"Animalia";NA
"Python regius";"Python regius";"Chordata";"Squamata";"Animalia";NA
"Rattus norvegicus";"Rattus norvegicus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Reductoniscus costulatus";"Reductoniscus costulatus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Rhinella marina";"Rhinella marina";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Rumex confusus";"Rumex confusus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rumex hybridus";"Rumex hybridus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rupicapra rupicapra";"Rupicapra rupicapra";"Chordata";"Mammalia";"Animalia";"Mammals"
"Sagina japonica";"Sagina japonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salamandra atra";"Salamandra atra";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Salix daphnoides";"Salix daphnoides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix eriocephala";"Salix eriocephala";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix udensis";"Salix udensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sauromatum venosum";"Sauromatum venosum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Sceliphron caementarium";"Sceliphron caementarium";"Arthropoda";"Insecta";"Animalia";"Insects"
"Scirpus cyperinus";"Scirpus cyperinus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Scirtothrips longipennis";"Scirtothrips longipennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sciurus niger";"Sciurus niger";"Chordata";"Mammalia";"Animalia";"Mammals"
"Scrophularia canina";"Scrophularia canina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Scrophularia peregrina";"Scrophularia peregrina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sedum palmeri";"Sedum palmeri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Siren intermedia";"Siren intermedia";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Spergularia bocconei";"Spergularia bocconei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Spilotes pullatus";"Spilotes pullatus";"Chordata";"Squamata";"Animalia";NA
"Stelidota geminata";"Stelidota geminata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Stellaria cupaniana";"Stellaria cupaniana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Stephanitis rhododendri";"Stephanitis rhododendri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sternotherus carinatus";"Sternotherus carinatus";"Chordata";"Testudines";"Animalia";NA
