country;species;LifeForm;count;firstRec
Ireland;Triticum aestivum;Vascular plants;19;2019
Italy;Triticum aestivum;Vascular plants;239;2018
Latvia;Triticum aestivum;Vascular plants;6;2018
Lithuania;Triticum aestivum;Vascular plants;17;2020
Luxembourg;Triticum aestivum;Vascular plants;40;2019
Netherlands;Triticum aestivum;Vascular plants;653;1991
Norway;Triticum aestivum;Vascular plants;135;2009
Poland;Triticum aestivum;Vascular plants;73;2015
Portugal;Triticum aestivum;Vascular plants;7;2010
Republic of Moldova;Triticum aestivum;Vascular plants;1;2020
Romania;Triticum aestivum;Vascular plants;17;2010
Serbia;Triticum aestivum;Vascular plants;1;2020
Slovakia;Triticum aestivum;Vascular plants;40;2019
Slovenia;Triticum aestivum;Vascular plants;5;2019
Spain;Triticum aestivum;Vascular plants;155;2011
Sweden;Triticum aestivum;Vascular plants;2958;1990
Switzerland;Triticum aestivum;Vascular plants;725;2018
Ukraine;Triticum aestivum;Vascular plants;69;2014
United Kingdom;Triticum aestivum;Vascular plants;740;2008
Sea or Ocean;Triticum aestivum;Vascular plants;1306;1990
Albania;Trollius europaeus;Vascular plants;2;2020
Andorra;Trollius europaeus;Vascular plants;11;2011
Austria;Trollius europaeus;Vascular plants;1720;1995
Belarus;Trollius europaeus;Vascular plants;21;2010
Belgium;Trollius europaeus;Vascular plants;17;2016
Bosnia and Herzegovina;Trollius europaeus;Vascular plants;2;2019
Bulgaria;Trollius europaeus;Vascular plants;9;2013
Croatia;Trollius europaeus;Vascular plants;8;2016
Czech Republic;Trollius europaeus;Vascular plants;149;2011
Denmark;Trollius europaeus;Vascular plants;62;2012
Estonia;Trollius europaeus;Vascular plants;23;2008
Finland;Trollius europaeus;Vascular plants;301;1996
France;Trollius europaeus;Vascular plants;3296;1996
Germany;Trollius europaeus;Vascular plants;1711;1994
Hungary;Trollius europaeus;Vascular plants;1;2019
Iceland;Trollius europaeus;Vascular plants;3;2015
Ireland;Trollius europaeus;Vascular plants;2;2020
Italy;Trollius europaeus;Vascular plants;2665;1994
Latvia;Trollius europaeus;Vascular plants;10;2014
Liechtenstein;Trollius europaeus;Vascular plants;11;2018
Lithuania;Trollius europaeus;Vascular plants;31;2011
Montenegro;Trollius europaeus;Vascular plants;7;2016
Norway;Trollius europaeus;Vascular plants;2536;1990
Poland;Trollius europaeus;Vascular plants;111;2001
Romania;Trollius europaeus;Vascular plants;72;2009
Serbia;Trollius europaeus;Vascular plants;1;2019
Slovakia;Trollius europaeus;Vascular plants;103;1994
Slovenia;Trollius europaeus;Vascular plants;133;2005
Spain;Trollius europaeus;Vascular plants;248;2002
Sweden;Trollius europaeus;Vascular plants;8551;1990
Switzerland;Trollius europaeus;Vascular plants;3375;1999
Ukraine;Trollius europaeus;Vascular plants;27;2009
United Kingdom;Trollius europaeus;Vascular plants;145;2010
Sea or Ocean;Trollius europaeus;Vascular plants;1532;1990
Albania;Tropaeolum majus;Vascular plants;9;2018
Andorra;Tropaeolum majus;Vascular plants;2;2019
Austria;Tropaeolum majus;Vascular plants;26;2012
Belarus;Tropaeolum majus;Vascular plants;2;2020
Belgium;Tropaeolum majus;Vascular plants;1964;2005
Bosnia and Herzegovina;Tropaeolum majus;Vascular plants;1;2019
Croatia;Tropaeolum majus;Vascular plants;3;2019
Czech Republic;Tropaeolum majus;Vascular plants;969;2017
Denmark;Tropaeolum majus;Vascular plants;34;2019
Estonia;Tropaeolum majus;Vascular plants;4;2004
Finland;Tropaeolum majus;Vascular plants;2;2019
France;Tropaeolum majus;Vascular plants;8514;2013
Germany;Tropaeolum majus;Vascular plants;164;2005
Greece;Tropaeolum majus;Vascular plants;169;2016
Guernsey;Tropaeolum majus;Vascular plants;6;2007
Hungary;Tropaeolum majus;Vascular plants;2;2019
Iceland;Tropaeolum majus;Vascular plants;1;2019
Ireland;Tropaeolum majus;Vascular plants;8;2014
Isle of Man;Tropaeolum majus;Vascular plants;1;2019
Italy;Tropaeolum majus;Vascular plants;40;2012
Jersey;Tropaeolum majus;Vascular plants;1;2020
Latvia;Tropaeolum majus;Vascular plants;2;2018
Luxembourg;Tropaeolum majus;Vascular plants;37;2016
Netherlands;Tropaeolum majus;Vascular plants;218;2009
Norway;Tropaeolum majus;Vascular plants;13;2000
Poland;Tropaeolum majus;Vascular plants;6;2013
Portugal;Tropaeolum majus;Vascular plants;175;2010
Romania;Tropaeolum majus;Vascular plants;4;2020
Slovakia;Tropaeolum majus;Vascular plants;271;2016
Spain;Tropaeolum majus;Vascular plants;2014;2011
Sweden;Tropaeolum majus;Vascular plants;758;1990
Switzerland;Tropaeolum majus;Vascular plants;36;2017
Ukraine;Tropaeolum majus;Vascular plants;9;2014
United Kingdom;Tropaeolum majus;Vascular plants;3214;2004
Sea or Ocean;Tropaeolum majus;Vascular plants;2218;1990
Germany;Tsuga mertensiana;Vascular plants;1;2014
Norway;Tsuga mertensiana;Vascular plants;2;2019
Sweden;Tsuga mertensiana;Vascular plants;1;2004
Belgium;Tulbaghia violacea;Vascular plants;1;2020
Denmark;Tulbaghia violacea;Vascular plants;1;2020
France;Tulbaghia violacea;Vascular plants;8;2019
Greece;Tulbaghia violacea;Vascular plants;4;2019
Italy;Tulbaghia violacea;Vascular plants;2;2018
Poland;Tulbaghia violacea;Vascular plants;1;2020
Portugal;Tulbaghia violacea;Vascular plants;4;2020
Spain;Tulbaghia violacea;Vascular plants;11;2017
United Kingdom;Tulbaghia violacea;Vascular plants;8;2019
Sea or Ocean;Tulbaghia violacea;Vascular plants;28;2018
Belgium;Tulipa urumiensis;Vascular plants;4;2013
Denmark;Tulipa urumiensis;Vascular plants;6;2021
Germany;Tulipa urumiensis;Vascular plants;71;2005
Lithuania;Tulipa urumiensis;Vascular plants;1;2021
Sweden;Tulipa urumiensis;Vascular plants;131;1993
Sea or Ocean;Tulipa urumiensis;Vascular plants;68;1993
Austria;Typha laxmannii;Vascular plants;22;2017
Belarus;Typha laxmannii;Vascular plants;2;2020
Belgium;Typha laxmannii;Vascular plants;43;2010
Czech Republic;Typha laxmannii;Vascular plants;4;2018
France;Typha laxmannii;Vascular plants;2;2017
Germany;Typha laxmannii;Vascular plants;2;2014
Italy;Typha laxmannii;Vascular plants;4;2004
Netherlands;Typha laxmannii;Vascular plants;24;2009
Sweden;Typha laxmannii;Vascular plants;25;2011
Ukraine;Typha laxmannii;Vascular plants;68;2010
Sea or Ocean;Typha laxmannii;Vascular plants;58;2009
Albania;Urtica membranacea;Vascular plants;1;2018
Belgium;Urtica membranacea;Vascular plants;47;2011
France;Urtica membranacea;Vascular plants;13;2012
Germany;Urtica membranacea;Vascular plants;3;2012
Greece;Urtica membranacea;Vascular plants;22;2010
Italy;Urtica membranacea;Vascular plants;201;2010
Malta;Urtica membranacea;Vascular plants;2;2020
Netherlands;Urtica membranacea;Vascular plants;73;2015
Portugal;Urtica membranacea;Vascular plants;206;2004
Spain;Urtica membranacea;Vascular plants;199;2009
Sweden;Urtica membranacea;Vascular plants;16;2017
United Kingdom;Urtica membranacea;Vascular plants;13;2007
Sea or Ocean;Urtica membranacea;Vascular plants;334;2007
Austria;Vaccinium corymbosum;Vascular plants;2;2020
Belarus;Vaccinium corymbosum;Vascular plants;2;2020
Belgium;Vaccinium corymbosum;Vascular plants;84;2010
Czech Republic;Vaccinium corymbosum;Vascular plants;37;2018
Denmark;Vaccinium corymbosum;Vascular plants;2;2021
Germany;Vaccinium corymbosum;Vascular plants;21;2010
Lithuania;Vaccinium corymbosum;Vascular plants;3;2020
Netherlands;Vaccinium corymbosum;Vascular plants;843;1995
Norway;Vaccinium corymbosum;Vascular plants;1;2020
Slovakia;Vaccinium corymbosum;Vascular plants;4;2020
Sweden;Vaccinium corymbosum;Vascular plants;43;1999
United Kingdom;Vaccinium corymbosum;Vascular plants;2;2021
Sea or Ocean;Vaccinium corymbosum;Vascular plants;3;2015
Sea or Ocean;Vallisneria americana;Vascular plants;6;2011
Austria;Vallisneria spiralis;Vascular plants;2;2021
Belgium;Vallisneria spiralis;Vascular plants;15;2014
Czech Republic;Vallisneria spiralis;Vascular plants;1;2018
France;Vallisneria spiralis;Vascular plants;1;2018
Germany;Vallisneria spiralis;Vascular plants;2;2018
Italy;Vallisneria spiralis;Vascular plants;4;2019
Montenegro;Vallisneria spiralis;Vascular plants;1;2018
Netherlands;Vallisneria spiralis;Vascular plants;48;2011
Ukraine;Vallisneria spiralis;Vascular plants;4;2020
Sea or Ocean;Vallisneria spiralis;Vascular plants;19;2010
Belgium;Verbena bracteata;Vascular plants;8;2016
Belgium;Vernonia fasciculata;Vascular plants;1;2015
Albania;Veronica austriaca;Vascular plants;2;2018
Austria;Veronica austriaca;Vascular plants;56;2005
Belgium;Veronica austriaca;Vascular plants;6;2012
Bosnia and Herzegovina;Veronica austriaca;Vascular plants;3;2019
Bulgaria;Veronica austriaca;Vascular plants;6;2016
Croatia;Veronica austriaca;Vascular plants;6;2014
Czech Republic;Veronica austriaca;Vascular plants;89;2017
France;Veronica austriaca;Vascular plants;9;2011
Germany;Veronica austriaca;Vascular plants;240;2001
Greece;Veronica austriaca;Vascular plants;3;2018
Hungary;Veronica austriaca;Vascular plants;20;2011
Italy;Veronica austriaca;Vascular plants;6;2010
Montenegro;Veronica austriaca;Vascular plants;4;2018
Netherlands;Veronica austriaca;Vascular plants;587;2004
Norway;Veronica austriaca;Vascular plants;9;2008
Poland;Veronica austriaca;Vascular plants;4;2019
Republic of Moldova;Veronica austriaca;Vascular plants;5;2019
Romania;Veronica austriaca;Vascular plants;28;2008
Serbia;Veronica austriaca;Vascular plants;9;2013
Slovakia;Veronica austriaca;Vascular plants;25;2016
Slovenia;Veronica austriaca;Vascular plants;10;2016
Spain;Veronica austriaca;Vascular plants;2;2016
Sweden;Veronica austriaca;Vascular plants;5;1999
Switzerland;Veronica austriaca;Vascular plants;13;2011
The former Yugoslav Republic of Macedonia;Veronica austriaca;Vascular plants;3;2012
Ukraine;Veronica austriaca;Vascular plants;126;2008
Sea or Ocean;Veronica austriaca;Vascular plants;357;2000
Belgium;Veronica cymbalaria;Vascular plants;46;2016
Croatia;Veronica cymbalaria;Vascular plants;26;2016
France;Veronica cymbalaria;Vascular plants;317;2010
Germany;Veronica cymbalaria;Vascular plants;2;2021
Greece;Veronica cymbalaria;Vascular plants;70;2012
Italy;Veronica cymbalaria;Vascular plants;165;2010
Montenegro;Veronica cymbalaria;Vascular plants;2;2021
Netherlands;Veronica cymbalaria;Vascular plants;108;2010
Portugal;Veronica cymbalaria;Vascular plants;6;2021
Spain;Veronica cymbalaria;Vascular plants;208;2009
Ukraine;Veronica cymbalaria;Vascular plants;26;2002
Sea or Ocean;Veronica cymbalaria;Vascular plants;315;1998
Austria;Veronica peregrina;Vascular plants;3;2019
Belgium;Veronica peregrina;Vascular plants;723;1991
Czech Republic;Veronica peregrina;Vascular plants;6;2008
France;Veronica peregrina;Vascular plants;7;2016
Germany;Veronica peregrina;Vascular plants;90;1990
Greece;Veronica peregrina;Vascular plants;4;2005
Italy;Veronica peregrina;Vascular plants;14;2017
Luxembourg;Veronica peregrina;Vascular plants;4;2021
Netherlands;Veronica peregrina;Vascular plants;1232;1991
Norway;Veronica peregrina;Vascular plants;13;2008
Spain;Veronica peregrina;Vascular plants;3;2017
Sweden;Veronica peregrina;Vascular plants;133;1993
Switzerland;Veronica peregrina;Vascular plants;7;2011
Ukraine;Veronica peregrina;Vascular plants;12;2020
United Kingdom;Veronica peregrina;Vascular plants;8;2019
Sea or Ocean;Veronica peregrina;Vascular plants;201;2006
Austria;Veronica teucrium;Vascular plants;50;2009
Belarus;Veronica teucrium;Vascular plants;23;2014
Belgium;Veronica teucrium;Vascular plants;7;1997
Croatia;Veronica teucrium;Vascular plants;1;2019
Czech Republic;Veronica teucrium;Vascular plants;65;2008
Denmark;Veronica teucrium;Vascular plants;5;2006
Estonia;Veronica teucrium;Vascular plants;2;2021
Finland;Veronica teucrium;Vascular plants;3;2021
France;Veronica teucrium;Vascular plants;88;2004
Germany;Veronica teucrium;Vascular plants;745;1995
Hungary;Veronica teucrium;Vascular plants;6;2012
Italy;Veronica teucrium;Vascular plants;38;2009
Lithuania;Veronica teucrium;Vascular plants;36;2015
Netherlands;Veronica teucrium;Vascular plants;8;2012
Poland;Veronica teucrium;Vascular plants;13;2013
Romania;Veronica teucrium;Vascular plants;10;2013
Serbia;Veronica teucrium;Vascular plants;4;2019
Slovakia;Veronica teucrium;Vascular plants;13;2016
Slovenia;Veronica teucrium;Vascular plants;4;2016
Spain;Veronica teucrium;Vascular plants;2;2021
Sweden;Veronica teucrium;Vascular plants;1;2018
Switzerland;Veronica teucrium;Vascular plants;65;2006
Ukraine;Veronica teucrium;Vascular plants;140;2011
United Kingdom;Veronica teucrium;Vascular plants;7;2019
Sea or Ocean;Veronica teucrium;Vascular plants;751;2004
Belgium;Veronicastrum virginicum;Vascular plants;4;2016
Denmark;Veronicastrum virginicum;Vascular plants;4;2021
Finland;Veronicastrum virginicum;Vascular plants;1;2021
Germany;Veronicastrum virginicum;Vascular plants;6;2011
Netherlands;Veronicastrum virginicum;Vascular plants;7;2016
Norway;Veronicastrum virginicum;Vascular plants;1;2014
Sweden;Veronicastrum virginicum;Vascular plants;119;1999
United Kingdom;Veronicastrum virginicum;Vascular plants;13;2019
Sea or Ocean;Veronicastrum virginicum;Vascular plants;31;2007
Belgium;Viburnum davidii;Vascular plants;9;2015
Denmark;Viburnum davidii;Vascular plants;1;2020
France;Viburnum davidii;Vascular plants;3;2018
Germany;Viburnum davidii;Vascular plants;1;2016
Ireland;Viburnum davidii;Vascular plants;2;2019
Luxembourg;Viburnum davidii;Vascular plants;1;2020
Netherlands;Viburnum davidii;Vascular plants;5;2018
Poland;Viburnum davidii;Vascular plants;1;2021
Switzerland;Viburnum davidii;Vascular plants;1;2020
United Kingdom;Viburnum davidii;Vascular plants;65;2018
Sea or Ocean;Viburnum davidii;Vascular plants;15;2019
Albania;Viburnum tinus;Vascular plants;18;2019
Belgium;Viburnum tinus;Vascular plants;77;2007
Bosnia and Herzegovina;Viburnum tinus;Vascular plants;5;2018
Croatia;Viburnum tinus;Vascular plants;231;2009
France;Viburnum tinus;Vascular plants;27692;2002
Germany;Viburnum tinus;Vascular plants;27;2015
Greece;Viburnum tinus;Vascular plants;348;2017
Guernsey;Viburnum tinus;Vascular plants;2;2019
Ireland;Viburnum tinus;Vascular plants;6;2018
Isle of Man;Viburnum tinus;Vascular plants;1;2020
Italy;Viburnum tinus;Vascular plants;7778;2007
Jersey;Viburnum tinus;Vascular plants;1;2020
Luxembourg;Viburnum tinus;Vascular plants;2;2019
Malta;Viburnum tinus;Vascular plants;1;2019
Montenegro;Viburnum tinus;Vascular plants;19;2018
Netherlands;Viburnum tinus;Vascular plants;58;2015
Portugal;Viburnum tinus;Vascular plants;911;2005
San Marino;Viburnum tinus;Vascular plants;2;2019
Serbia;Viburnum tinus;Vascular plants;2;2019
Slovenia;Viburnum tinus;Vascular plants;30;2017
Spain;Viburnum tinus;Vascular plants;7401;1993
Switzerland;Viburnum tinus;Vascular plants;74;2017
The former Yugoslav Republic of Macedonia;Viburnum tinus;Vascular plants;5;2018
Ukraine;Viburnum tinus;Vascular plants;6;2021
United Kingdom;Viburnum tinus;Vascular plants;3162;2015
Sea or Ocean;Viburnum tinus;Vascular plants;4228;2009
Belgium;Vicia cuspidata;Vascular plants;1;2016
Greece;Vicia cuspidata;Vascular plants;1;2021
Sea or Ocean;Vicia cuspidata;Vascular plants;2;2018
Albania;Vicia faba;Vascular plants;1;2018
Austria;Vicia faba;Vascular plants;5;2020
Belgium;Vicia faba;Vascular plants;151;2006
Bosnia and Herzegovina;Vicia faba;Vascular plants;1;2020
Bulgaria;Vicia faba;Vascular plants;4;2019
Croatia;Vicia faba;Vascular plants;2;2019
Czech Republic;Vicia faba;Vascular plants;85;2019
Denmark;Vicia faba;Vascular plants;35;2017
Finland;Vicia faba;Vascular plants;6;2020
France;Vicia faba;Vascular plants;7521;2015
Germany;Vicia faba;Vascular plants;89;1999
Greece;Vicia faba;Vascular plants;11;2017
Ireland;Vicia faba;Vascular plants;2;2021
Italy;Vicia faba;Vascular plants;835;2009
Lithuania;Vicia faba;Vascular plants;2;2021
Luxembourg;Vicia faba;Vascular plants;2;2019
Malta;Vicia faba;Vascular plants;1;2020
Montenegro;Vicia faba;Vascular plants;1;2019
Netherlands;Vicia faba;Vascular plants;60;2007
Norway;Vicia faba;Vascular plants;12;2011
Poland;Vicia faba;Vascular plants;1;2020
Portugal;Vicia faba;Vascular plants;90;2006
Romania;Vicia faba;Vascular plants;1;2019
Serbia;Vicia faba;Vascular plants;2;2020
Slovakia;Vicia faba;Vascular plants;13;2019
Slovenia;Vicia faba;Vascular plants;7;2019
Spain;Vicia faba;Vascular plants;563;2011
Sweden;Vicia faba;Vascular plants;122;1990
Switzerland;Vicia faba;Vascular plants;18;2019
Ukraine;Vicia faba;Vascular plants;2;2020
United Kingdom;Vicia faba;Vascular plants;185;2006
Sea or Ocean;Vicia faba;Vascular plants;487;1993
Spain;Vulpia alopecuros;Vascular plants;1;2019
Sea or Ocean;Vulpia alopecuros;Vascular plants;1;2017
Greece;Washingtonia filifera;Vascular plants;2;2013
Italy;Washingtonia filifera;Vascular plants;1;2020
Portugal;Washingtonia filifera;Vascular plants;2;2015
Spain;Washingtonia filifera;Vascular plants;41;2013
Sea or Ocean;Washingtonia filifera;Vascular plants;16;2000
Croatia;Washingtonia robusta;Vascular plants;3;2018
France;Washingtonia robusta;Vascular plants;5;2019
Greece;Washingtonia robusta;Vascular plants;1;2013
Italy;Washingtonia robusta;Vascular plants;6;2018
Portugal;Washingtonia robusta;Vascular plants;1;2016
Spain;Washingtonia robusta;Vascular plants;46;2005
Switzerland;Washingtonia robusta;Vascular plants;1;2019
Sea or Ocean;Washingtonia robusta;Vascular plants;58;2000
Belgium;Wisteria sinensis;Vascular plants;26;2012
Czech Republic;Wisteria sinensis;Vascular plants;21;2019
France;Wisteria sinensis;Vascular plants;3759;2008
Germany;Wisteria sinensis;Vascular plants;64;2010
Greece;Wisteria sinensis;Vascular plants;14;2015
Italy;Wisteria sinensis;Vascular plants;5;2013
Luxembourg;Wisteria sinensis;Vascular plants;11;2019
Netherlands;Wisteria sinensis;Vascular plants;11;2018
Poland;Wisteria sinensis;Vascular plants;1;2020
Portugal;Wisteria sinensis;Vascular plants;22;2016
Republic of Moldova;Wisteria sinensis;Vascular plants;5;2019
Romania;Wisteria sinensis;Vascular plants;4;2016
Spain;Wisteria sinensis;Vascular plants;4;2010
Sweden;Wisteria sinensis;Vascular plants;26;2011
