"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"626","Sisyrinchium angustifolium","Belgium","Vascular plants",2015,1,2021,"Tracheophyta","Liliopsida",6,"NO",1658,26,"R14170","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,FALSE,0,0,"R14170","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae"
"627","Sisyrinchium californicum","Belgium","Vascular plants",2015,6,2015,"Tracheophyta","Liliopsida",0,"NO",2466,6,"R14171","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,118,TRUE,0,0,"R14171","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae"
"628","Sisyrinchium striatum","Belgium","Vascular plants",2016,11,2019,"Tracheophyta","Liliopsida",3,"NO",2392,3,"R14176","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,100,TRUE,53,1267.76,"R14176","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Iridaceae"
"629","Skimmia japonica","Belgium","Vascular plants",2012,11,2017,"Tracheophyta","Magnoliopsida",5,"NO",7489,243,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,144,TRUE,100,7489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Smyrnium olusatrum","Belgium","Vascular plants",2016,57,2009,"Tracheophyta","Magnoliopsida",-7,"NO",2492,399,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,7071,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Solandra maxima","Spain","Vascular plants",2010,5,2011,"Tracheophyta","Magnoliopsida",1,"NO",3880,21,"R18476","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,17,FALSE,45,1746,"R18476","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae"
"632","Solanum betaceum","Spain","Vascular plants",2011,22,2019,"Tracheophyta","Magnoliopsida",8,"NO",2445,815,"R18469","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,85,FALSE,0,0,"R18469","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae"
"633","Solanum pimpinellifolium","Belgium","Vascular plants",2015,1,2009,"Tracheophyta","Magnoliopsida",-6,"NO",2733,1951,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,5,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Solanum tuberosum","Albania","Vascular plants",2012,1,2021,"Tracheophyta","Magnoliopsida",9,"NO",8468,74563,"R14269","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,3749,FALSE,0,0,"R14269","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae"
"635","Solidago altissima","Belgium","Vascular plants",2016,7,2016,"Tracheophyta","Magnoliopsida",0,"NO",955,3053,"R19991","A",1,1,1,0,"Freshwater_ Marine_ Oligohaline_ Terrestrial","NO","NO","NO","NO",1132699,480,10,FALSE,0,0,"R19991","A","1","1","1","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"636","Sophonia orientalis","Portugal","Insects",2018,1,2020,"Arthropoda","Insecta",2,"NO",0,13,"R14318","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,14,TRUE,0,0,"R14318","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae"
"637","Sorbaria kirilowii","Belgium","Vascular plants",2013,2,2013,"Tracheophyta","Magnoliopsida",0,"NO",0,30,"R14321","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,39,FALSE,0,0,"R14321","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"638","Sphodromantis viridis","Greece","Insects",2019,5,2019,"Arthropoda","Insecta",0,"NO",1512,55,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",41715,144,619,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Spiraea nipponica","Belgium","Vascular plants",2010,2,2010,"Tracheophyta","Magnoliopsida",0,"NO",2621,29,"R14462","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,7,FALSE,0,0,"R14462","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"640","Stephanitis takeyai","Austria","Insects",2011,3,2015,"Arthropoda","Insecta",4,"NO",0,78,"R14586","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",122100,44,NA,TRUE,0,0,"R14586","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae"
"641","Stragania apicalis","Austria","Insects",2012,3,2020,"Arthropoda","Insecta",8,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",122100,44,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Stragania apicalis","Germany","Insects",2012,7,2013,"Arthropoda","Insecta",1,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1575546,51,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Stramonita floridana","United Kingdom","Molluscs",2015,1,2015,"Mollusca","Gastropoda",0,"NO",0,52,NA,NA,0,0,1,0,"Marine","NO","NO","NO","NO",59137,102,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Stramonita haemastoma","France","Molluscs",2018,11,2016,"Mollusca","Gastropoda",-2,"NO",1189,433,NA,NA,0,0,1,0,"Marine","NO","NO","NO","NO",14850,142,335,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Sus scrofa","Poland","Mammals",2013,433,2006,"Chordata","Mammalia",-7,"NO",835,74179,NA,NA,1,0,0,0,"Terrestrial","YES","NO","NO","YES",5001,17,NA,TRUE,100,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Sus scrofa","Spain","Mammals",2019,1647,1999,"Chordata","Mammalia",-20,"NO",835,74179,NA,NA,1,0,0,0,"Terrestrial","YES","NO","NO","YES",17544,120,NA,TRUE,57,475.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus","Belgium","Vascular plants",2012,3,2018,"Tracheophyta","Magnoliopsida",6,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,47,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Symphoricarpos orbiculatus","Belgium","Vascular plants",2012,5,2019,"Tracheophyta","Magnoliopsida",7,"NO",3196,52,"R14758","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,58,FALSE,0,0,"R14758","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae"
"649","Symphytum bulbosum","Austria","Vascular plants",2011,2,2015,"Tracheophyta","Magnoliopsida",4,"NO",1617,13,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",405467,44,197,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Symphytum caucasicum","France","Vascular plants",2011,3,2019,"Tracheophyta","Magnoliopsida",8,"NO",796,59,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,1372,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Symphytum grandiflorum","France","Vascular plants",2013,4,2017,"Tracheophyta","Magnoliopsida",4,"NO",1972,26,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,938,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Syringa persica","Spain","Vascular plants",2020,1,2020,"Tracheophyta","Magnoliopsida",0,"NO",1425,81,"R14824","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,4,FALSE,0,0,"R14824","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Oleaceae"
"653","Takahashia japonica","Italy","Insects",2017,5,2021,"Arthropoda","Insecta",4,"NO",767,10,"R19650","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,5,FALSE,100,767,"R19650","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coccidae"
"654","Talinum paniculatum","Austria","Vascular plants",2018,1,2020,"Tracheophyta","Magnoliopsida",2,"NO",3723,215,"R14870","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",405467,44,59,FALSE,0,0,"R14870","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae"
"655","Taphrina farlowii","Switzerland","Fungi",2010,14,2010,"Ascomycota","Taphrinomycetes",0,"NO",0,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",591676,13,536,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Tellima grandiflora","France","Vascular plants",2013,2,2017,"Tracheophyta","Magnoliopsida",4,"NO",2991,350,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,1764,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Tenellia adspersa","Portugal","Molluscs",2016,1,2016,"Mollusca","Gastropoda",0,"NO",0,58,NA,NA,0,0,1,0,"Marine","NO","NO","NO","YES",2273,83,27,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Teucrium hircanicum","Belgium","Vascular plants",2012,2,2019,"Tracheophyta","Magnoliopsida",7,"NO",2294,30,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,24,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Thalia dealbata","Belgium","Vascular plants",2016,9,2015,"Tracheophyta","Liliopsida",-1,"NO",4132,322,NA,NA,0,1,0,0,"Freshwater","NO","NO","NO","NO",1132699,480,16,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Thalictrum speciosissimum","Belgium","Vascular plants",2011,15,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,10,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,92,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Thaumastocoris peregrinus","Italy","Insects",2011,13,2017,"Arthropoda","Insecta",6,"NO",695,347,"R17950","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,75,FALSE,0,0,"R17950","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","thaumastocoridae"
"662","Thaumastocoris peregrinus","Portugal","Insects",2012,5,2014,"Arthropoda","Insecta",2,"NO",695,347,"R17950","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,75,FALSE,0,0,"R17950","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","thaumastocoridae"
"663","Thaumastocoris peregrinus","Greece","Insects",2016,2,2019,"Arthropoda","Insecta",3,"NO",695,347,"R17950","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,75,FALSE,0,0,"R17950","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","thaumastocoridae"
"664","Thaumastocoris peregrinus","New Zealand","Insects",2012,30,2014,"Arthropoda","Insecta",2,"NO",695,347,"R17950","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",0,34,75,FALSE,0,0,"R17950","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","thaumastocoridae"
"665","Theora lubrica","United Kingdom","Molluscs",2018,2,2020,"Mollusca","Bivalvia",2,"NO",0,123,"R15099","A",0,0,1,0,"Marine","NO","NO","NO","NO",59137,102,NA,TRUE,0,0,"R15099","A","0","0","1","0","Animalia","Mollusca","Bivalvia","Veneroida","Semelidae"
"666","Thladiantha dubia","Belgium","Vascular plants",2010,1,2010,"Tracheophyta","Magnoliopsida",0,"NO",1336,84,"R15123","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,367,FALSE,0,0,"R15123","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Violales","Cucurbitaceae"
"667","Thuja occidentalis","Czech Republic","Vascular plants",2012,70,2019,"Tracheophyta","Pinopsida",7,"NO",12070,2869,"R15163","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",391053,28,1228,TRUE,88,10621.6,"R15163","A","1","0","0","0","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae"
"668","Tiarella cordifolia","Belgium","Vascular plants",2012,5,2013,"Tracheophyta","Magnoliopsida",1,"NO",4567,13,"R15187","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,21,FALSE,100,4567,"R15187","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Saxifragaceae"
"669","Tilia tomentosa","Belgium","Vascular plants",2016,53,1999,"Tracheophyta","Magnoliopsida",-17,"NO",10737,696,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,247,TRUE,22,2362.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Tinocallis ulmiparvifoliae","New Zealand","Insects",2013,2,2015,"Arthropoda","Insecta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,2,FALSE,NA,NA,"R15224","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae"
"671","Tithonia rotundifolia","Belgium","Vascular plants",2015,1,2015,"Tracheophyta","Magnoliopsida",0,"NO",3006,193,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,11,FALSE,21,631.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Tolmiea menziesii","Belgium","Vascular plants",2015,39,2015,"Tracheophyta","Magnoliopsida",0,"NO",3059,361,"R15238","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,98,TRUE,0,0,"R15238","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Saxifragaceae"
"673","Trachycarpus fortunei","Belgium","Vascular plants",2015,46,2013,"Tracheophyta","Liliopsida",-2,"NO",7270,436,"R15289","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,477,FALSE,83,6034.1,"R15289","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae"
"674","Trachymela sloanei","Spain","Insects",2014,12,2014,"Arthropoda","Insecta",0,"NO",0,11,"R19561","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,12,FALSE,0,0,"R19561","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"675","Trichoferus campestris","Hungary","Insects",2010,2,2021,"Arthropoda","Insecta",11,"NO",0,53,"R19556","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",15818,18,90,FALSE,0,0,"R19556","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae"
"676","Trichoglossus haematodus","Belgium","Birds",2015,2,2015,"Chordata","Aves",0,"NO",1839,293,"R15367","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,4,FALSE,0,0,"R15367","A","1","0","0","0","Animalia","Chordata","Aves","Psittaciformes","Psittacidae"
"677","Trichopoda pennipes","Greece","Insects",2011,4,2015,"Arthropoda","Insecta",4,"NO",1317,307,"R15380","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,NA,FALSE,0,0,"R15380","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Tachinidae"
"678","Trifolium michelianum","Belgium","Vascular plants",2016,2,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,163,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Trifolium nigrescens","Belgium","Vascular plants",2016,12,2016,"Tracheophyta","Magnoliopsida",0,"NO",985,326,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,227,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Trifolium suffocatum","Belgium","Vascular plants",2015,26,2015,"Tracheophyta","Magnoliopsida",0,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,217,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Trifolium sylvaticum","Belgium","Vascular plants",2016,4,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,76,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,21,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Tripleurospermum decipiens","Belgium","Vascular plants",2011,12,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,5,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,12,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Trollius europaeus","Iceland","Vascular plants",2011,3,2015,"Tracheophyta","Magnoliopsida",4,"NO",3054,490,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7508,27,26896,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Tsuga mertensiana","Norway","Vascular plants",2012,2,2019,"Tracheophyta","Pinopsida",7,"NO",2479,544,"R15592","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1755502,76,4,TRUE,0,0,"R15592","A","1","0","0","0","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae"
"685","Tulbaghia violacea","Italy","Vascular plants",2015,2,2018,"Tracheophyta","Liliopsida",3,"NO",5823,463,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",967299,162,68,FALSE,18,1048.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Tulipa urumiensis","Belgium","Vascular plants",2013,4,2013,"Tracheophyta","Liliopsida",0,"NO",878,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,281,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Tuta absoluta","United Kingdom","Insects",2010,1,2021,"Arthropoda","Insecta",11,"NO",9097,3522,"R15632","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,NA,FALSE,1,90.97,"R15632","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae"
"688","Typha laxmannii","Belgium","Vascular plants",2010,43,2010,"Tracheophyta","Liliopsida",0,"NO",1876,39,NA,NA,1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","YES",1132699,480,254,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Urocissa erythroryncha","Belgium","Birds",2017,1,2018,"Chordata","Aves",1,"NO",0,3,"R19803","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,1,FALSE,0,0,"R19803","A","1","0","0","0","Animalia","Chordata","Aves","Passeriformes","Corvidae"
"690","Urtica membranacea","Belgium","Vascular plants",2011,47,2011,"Tracheophyta","Magnoliopsida",0,"NO",940,42,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1130,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Vaccinium corymbosum","Czech Republic","Vascular plants",2011,37,2018,"Tracheophyta","Magnoliopsida",7,"NO",5705,6920,"R15789","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",391053,28,1047,TRUE,87,4963.35,"R15789","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae"
"692","Verbena bracteata","Belgium","Vascular plants",2016,8,2016,"Tracheophyta","Magnoliopsida",0,"NO",1004,15,"R15884","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,8,FALSE,0,0,"R15884","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae"
"693","Vernonia fasciculata","Belgium","Vascular plants",2013,1,2015,"Tracheophyta","Magnoliopsida",2,"NO",1367,49,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Veronica austriaca","Belgium","Vascular plants",2015,6,2012,"Tracheophyta","Magnoliopsida",-3,"NO",2200,64,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1633,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Veronica cymbalaria","Belgium","Vascular plants",2015,46,2016,"Tracheophyta","Magnoliopsida",1,"NO",1061,154,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1291,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Veronica teucrium","Belgium","Vascular plants",2013,7,1997,"Tracheophyta","Magnoliopsida",-16,"NO",3254,189,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,2087,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Veronicastrum virginicum","Belgium","Vascular plants",2013,4,2016,"Tracheophyta","Magnoliopsida",3,"NO",5147,22,"R15962","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,186,TRUE,100,5147,"R15962","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Scrophulariaceae"
"698","Vespa orientalis","Spain","Insects",2012,3,2020,"Arthropoda","Insecta",8,"NO",1205,1291,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",264021,120,839,FALSE,29,349.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Vespa velutina","Belgium","Insects",2011,2780,2011,"Arthropoda","Insecta",0,"NO",2146,637,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",482504,480,6898,TRUE,3,64.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Vespa velutina","Spain","Insects",2011,743,2011,"Arthropoda","Insecta",0,"NO",2146,637,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,6898,TRUE,51,1094.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Vespa velutina","Portugal","Insects",2011,664,2014,"Arthropoda","Insecta",3,"NO",2146,637,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,6898,FALSE,100,2146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Vespa velutina","Italy","Insects",2012,11,2018,"Arthropoda","Insecta",6,"NO",2146,637,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,6898,TRUE,73,1566.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Viburnum davidii","Belgium","Vascular plants",2014,9,2015,"Tracheophyta","Magnoliopsida",1,"NO",5870,81,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,104,FALSE,71,4167.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Viburnum tinus","Belgium","Vascular plants",2013,77,2007,"Tracheophyta","Magnoliopsida",-6,"NO",9501,640,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,52087,TRUE,86,8170.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Vicia cuspidata","Belgium","Vascular plants",2016,1,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,81,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,4,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Vicia faba","Albania","Vascular plants",2013,1,2018,"Tracheophyta","Magnoliopsida",5,"NO",6316,55060,"R16001","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,10317,FALSE,0,0,"R16001","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae"
"707","Washingtonia filifera","Greece","Vascular plants",2014,2,2013,"Tracheophyta","Liliopsida",-1,"NO",7734,355,"R16147","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",46853,144,62,FALSE,0,0,"R16147","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae"
"708","Wolffia columbiana","Belgium","Vascular plants",2017,5,2017,"Tracheophyta","Liliopsida",0,"NO",460,76,"R19447","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",1132699,480,140,TRUE,0,0,"R19447","A","0","1","0","0","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae"
"709","Xylella fastidiosa","Italy","Bacteria and protozoans",2013,1,2020,"Proteobacteria","Gammaproteobacteria",7,"NO",6453,6392,NA,NA,1,0,0,0,"Terrestrial","NO","NO","YES","YES",202,162,NA,FALSE,34,2194.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Xylella fastidiosa","Spain","Bacteria and protozoans",2016,2,2021,"Proteobacteria","Gammaproteobacteria",5,"NO",6453,6392,NA,NA,1,0,0,0,"Terrestrial","NO","NO","YES","YES",229,120,NA,TRUE,100,6453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Xylotrechus chinensis","Spain","Insects",2013,8,2019,"Arthropoda","Insecta",6,"NO",645,111,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,33,FALSE,35,225.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Xylotrechus chinensis","Greece","Insects",2017,13,2019,"Arthropoda","Insecta",2,"NO",645,111,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,33,FALSE,100,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Zantedeschia aethiopica","Albania","Vascular plants",2013,20,2013,"Tracheophyta","Liliopsida",0,"NO",5391,848,"R16299","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,8976,TRUE,0,0,"R16299","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae"
"714","Zantedeschia aethiopica","Belgium","Vascular plants",2013,29,2016,"Tracheophyta","Liliopsida",3,"NO",5391,848,"R16299","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,8976,TRUE,69,3719.79,"R16299","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae"
"715","Zea mays","Albania","Vascular plants",2011,1,2019,"Tracheophyta","Liliopsida",8,"NO",12268,255930,"R16304","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,3901,FALSE,0,0,"R16304","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
